penalty,l1_ratio,C,mean_auc,std_auc,se_auc
l1,1.0,0.01,0.5,0.0,0.0
l1,1.0,0.03,0.5,0.0,0.0
l1,1.0,0.1,0.5814900153609831,0.10711455600708242,0.04790308572230895
l1,1.0,0.3,0.6771051529116046,0.07129877515966843,0.031885781593898405
l1,1.0,1.0,0.701607317413769,0.08169056350548996,0.03653313062370781
l1,1.0,3.0,0.6973942186845413,0.08693800592941557,0.0388798582172906
l1,1.0,10.0,0.6912875296746265,0.08822855943204737,0.039457011289387625
