penalty,l1_ratio,C,mean_auc,std_auc,se_auc
l1,1.0,0.01,0.5,0.0,0.0
l1,1.0,0.03,0.5,0.0,0.0
l1,1.0,0.1,0.6488749243587952,0.04588175230499467,0.02051894341615515
l1,1.0,0.3,0.7527067914164688,0.04069902745573485,0.01820115840183069
l1,1.0,1.0,0.7219033654517526,0.04146487041225907,0.0185436537840062
l1,1.0,3.0,0.701772098868873,0.03757232807048631,0.01680285592770618
l1,1.0,10.0,0.6934683237909045,0.04324252584644723,0.019338645462289528
