feature,abs_coef
parotid__sym__absdiff__ct__log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.20236894168043043
submand__sym__max__ct__wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis,0.1054433759157134
submand_R__ct__wavelet-LHH_glcm_DifferenceAverage,0.024684140002039272
parotid__sym__absdiff__ct__wavelet-LLL_glcm_JointAverage,0.010389442743525365
parotid__sym__absdiff__ct__wavelet-LLL_glcm_SumAverage,0.10131261160988064
submand__sym__absdiff__ct__wavelet-LHH_glcm_Contrast,0.21440466580150966
submand_L__ct__wavelet-HHL_glszm_SizeZoneNonUniformity,0.165076523369902
submand__sym__max__ct__log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.04996030923662113
parotid_R__ct__wavelet-HLL_gldm_GrayLevelVariance,0.09821162335207373
parotid__sym__absdiff__ct__wavelet-LLL_firstorder_90Percentile,0.20395289703449687
submand__sym__min__ct__wavelet-HLH_glcm_Imc1,0.013094726500115679
parotid__sym__reldiff__ct__original_glcm_DifferenceEntropy,0.01870384106164516
