penalty,l1_ratio,C,mean_auc,std_auc,se_auc
l1,1.0,0.01,0.5,0.0,0.0
l1,1.0,0.03,0.5,0.0,0.0
l1,1.0,0.1,0.6071344784248011,0.14901540136779468,0.0666417134305608
l1,1.0,0.3,0.6692612763580505,0.10502359174889402,0.046967978078342604
l1,1.0,1.0,0.6742354419773775,0.07494879752704478,0.03351812122046805
l1,1.0,3.0,0.6660033514872225,0.0684217619733225,0.030599142182531854
l1,1.0,10.0,0.6757924870828096,0.06167749672515166,0.027583015071891953
