feature,abs_coef
parotid__sym__mean__dose__wavelet-HLL_glszm_GrayLevelVariance,0.09453990663976697
parotid_L__dose__wavelet-HLL_glszm_GrayLevelVariance,0.019153203175263787
parotid__sym__max__dose__wavelet-HLL_glszm_GrayLevelVariance,0.06534354431740626
parotid__sym__absdiff__dose__wavelet-HLL_glszm_GrayLevelVariance,0.03342985638737194
parotid__sym__reldiff__dose__original_glrlm_LowGrayLevelRunEmphasis,0.11656257488310073
parotid_L__dose__log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.1331348112259301
submand__sym__min__dose__wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.22259165340040063
parotid_L__dose__wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.21665887457334945
submand__sym__absdiff__dose__wavelet-LLH_firstorder_Maximum,0.11140390866455954
parotid__sym__absdiff__dose__wavelet-LHL_glszm_LargeAreaEmphasis,0.02366829750363488
submand_R__dose__wavelet-LHL_glcm_Imc1,0.0032952275011619084
parotid__sym__absdiff__dose__wavelet-LLL_glcm_ClusterProminence,0.018381671234283293
parotid__sym__mean__dose__wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.2838273390210417
parotid__sym__absdiff__dose__wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.05452681747510997
submand__sym__absdiff__dose__wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.25679525112234086
parotid__sym__max__dose__wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.026999298279756258
parotid_L__dose__wavelet-HHH_glszm_LargeAreaEmphasis,0.22493989173663517
submand_L__dose__wavelet-HHL_gldm_SmallDependenceEmphasis,0.01678801355968224
parotid__sym__min__dose__wavelet-LHH_ngtdm_Busyness,0.06329898936076032
parotid__sym__min__dose__wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.28742591447718924
submand__sym__reldiff__dose__original_glrlm_ShortRunLowGrayLevelEmphasis,0.10972365603574688
submand__sym__mean__dose__wavelet-HHH_firstorder_Skewness,0.016218117736713167
parotid__sym__absdiff__dose__wavelet-HHL_firstorder_Mean,0.21831106459232363
submand__sym__absdiff__dose__wavelet-LLL_glcm_ClusterProminence,0.0794325869213604
submand__sym__max__dose__original_firstorder_90Percentile,0.0006372215516602316
submand__sym__max__dose__wavelet-LLL_firstorder_90Percentile,0.012076921236318008
submand_R__dose__wavelet-LHL_glcm_Correlation,0.11617949492616864
submand_R__dose__original_firstorder_Maximum,0.15207726461343593
parotid__sym__absdiff__dose__wavelet-LHH_glszm_LargeAreaEmphasis,0.11377669061068135
parotid_L__dose__wavelet-LLL_firstorder_Kurtosis,0.15367345471622734
submand__sym__absdiff__dose__log-sigma-1-0-mm-3D_ngtdm_Coarseness,0.0078834399602345
parotid__sym__max__dose__wavelet-HHH_ngtdm_Busyness,0.0347613848846922
submand__sym__mean__dose__wavelet-HHH_glszm_ZoneVariance,0.23138768383500088
parotid__sym__max__dose__wavelet-LHH_glszm_ZoneEntropy,0.15968834330098905
parotid__sym__max__dose__wavelet-HHL_glrlm_GrayLevelNonUniformity,0.04726307661184902
parotid__sym__mean__dose__wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.12292853238073638
submand_R__dose__wavelet-HHH_glszm_ZonePercentage,0.14495945441713085
submand_R__dose__wavelet-HHH_glszm_SizeZoneNonUniformity,0.01366293150742437
parotid__sym__min__dose__wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.4157092018349311
submand__sym__absdiff__dose__wavelet-LHH_gldm_SmallDependenceEmphasis,0.15394372867051226
submand__sym__absdiff__dose__wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.184534242805988
submand__sym__absdiff__dose__wavelet-LHH_glszm_LargeAreaEmphasis,0.06598733988126493
parotid__sym__absdiff__dose__wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.09179915377624318
parotid__sym__absratio__dose__original_gldm_LargeDependenceLowGrayLevelEmphasis,0.09441821992894858
parotid__sym__reldiff__dose__original_firstorder_Energy,0.04224637948287307
parotid__sym__reldiff__dose__original_firstorder_TotalEnergy,0.05833540550239107
parotid__sym__reldiff__dose__original_gldm_LargeDependenceLowGrayLevelEmphasis,0.032353037153918976
parotid__sym__min__dose__wavelet-HLH_firstorder_Kurtosis,0.15746550105496707
submand__sym__absdiff__dose__wavelet-HLL_glcm_MCC,0.21881934560610278
submand__sym__absdiff__dose__wavelet-HHL_firstorder_Skewness,0.03249851580987364
parotid__sym__absdiff__dose__wavelet-LLL_glcm_DifferenceEntropy,0.04294904681940346
submand__sym__max__dose__original_glcm_Idn,0.1511848738726076
submand__sym__min__dose__original_ngtdm_Strength,0.02114751375933746
submand__sym__min__dose__wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.15879400599253737
parotid_R__dose__wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.12521157383613207
submand__sym__min__dose__wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.041935316144873336
parotid_R__dose__original_glszm_LowGrayLevelZoneEmphasis,0.07409477853276059
submand_L__dose__wavelet-HHL_glszm_SmallAreaEmphasis,0.037558393522971405
submand__sym__reldiff__dose__original_glrlm_LongRunLowGrayLevelEmphasis,0.20643235200269205
parotid__sym__min__dose__wavelet-HHL_ngtdm_Coarseness,0.13461502530097275
submand_R__dose__wavelet-LHL_firstorder_Skewness,0.15015677985762796
parotid__sym__absdiff__dose__wavelet-LHH_glszm_SizeZoneNonUniformity,0.17299614613216135
submand_R__dose__wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.03546013131508328
submand__sym__max__dose__wavelet-LLL_firstorder_Energy,0.08211717135971897
submand__sym__max__dose__wavelet-LLL_firstorder_TotalEnergy,0.03821089027904496
submand__sym__max__dose__original_firstorder_Energy,0.03194659246613181
submand__sym__max__dose__original_firstorder_TotalEnergy,0.032333482340056854
parotid__sym__absdiff__dose__wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.26169742855896083
submand_L__dose__wavelet-HHH_firstorder_Skewness,0.005660118035959391
submand_R__dose__wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,0.13510609609802043
parotid_R__dose__wavelet-LLH_gldm_DependenceVariance,0.17246981136070091
parotid__sym__mean__dose__wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.14794112808765308
parotid__sym__absratio__dose__original_gldm_HighGrayLevelEmphasis,0.26763193873227886
parotid__sym__mean__dose__wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.00414449234379639
