feature,abs_coef
ct__parotid__parotid__sym__min__ct__log-sigma-5-0-mm-3D_firstorder_Range,0.05105971778649267
ct__parotid__parotid__sym__absdiff__ct__wavelet-HHH_glcm_Imc2,0.04891057139617705
ct__submand__submand__sym__absdiff__ct__wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.4157912366202938
ct__submand__submand__sym__absdiff__ct__wavelet-HHH_firstorder_Median,0.24341373929346344
ct__parotid__parotid__sym__min__ct__wavelet-HLL_ngtdm_Contrast,0.005744235610514358
ct__submand__submand_L__ct__wavelet-HHL_glszm_SmallAreaEmphasis,0.14111784321124185
ct__submand__submand__sym__mean__ct__wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.15470562724701817
ct__submand__submand_R__ct__log-sigma-3-0-mm-3D_glcm_Imc1,0.00878792534984146
ct__submand__submand_L__ct__wavelet-HLL_firstorder_Median,0.166902134841457
ct__submand__submand__sym__absdiff__ct__wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.05856314355038743
ct__submand__submand__sym__mean__ct__wavelet-LLL_glrlm_GrayLevelNonUniformity,0.16016080869664018
ct__submand__submand_R__ct__wavelet-LHH_glcm_ClusterProminence,0.11691365748041385
ct__parotid__parotid_R__ct__wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.09752272787427074
ct__parotid__parotid__sym__min__ct__wavelet-HHH_glszm_SizeZoneNonUniformity,0.13018522265081992
ct__submand__submand__sym__mean__ct__wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.09825209346249615
ct__submand__submand__sym__absdiff__ct__wavelet-HLH_glszm_ZoneVariance,0.0074118382797214895
ct__parotid__parotid_L__ct__wavelet-HHH_glszm_SizeZoneNonUniformity,0.13488932142947718
ct__submand__submand_L__ct__wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.18515040313446995
ct__submand__submand__sym__absdiff__ct__original_shape_Maximum2DDiameterColumn,0.3368437673664767
ct__submand__submand__sym__absdiff__ct__wavelet-LHL_glcm_Imc1,0.27279905003058885
ct__submand__submand__sym__absdiff__ct__log-sigma-5-0-mm-3D_glszm_GrayLevelVariance,0.16487221593112733
ct__submand__submand_R__ct__wavelet-HLL_glszm_SizeZoneNonUniformity,0.18376987686880453
ct__submand__submand__sym__min__ct__wavelet-HHH_firstorder_Skewness,0.2131807290673075
ct__submand__submand__sym__min__ct__wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.1425752744894347
ct__submand__submand__sym__max__ct__wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,0.04680998240971575
ct__parotid__parotid__sym__absdiff__ct__wavelet-LHH_firstorder_Range,0.004964800487860823
ct__parotid__parotid__sym__max__ct__wavelet-LLH_glcm_MaximumProbability,0.12156490669322285
ct__parotid__parotid__sym__absdiff__ct__log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis,0.07188695854374975
ct__submand__submand_R__ct__wavelet-LHL_glcm_Autocorrelation,0.08437353900945396
ct__submand__submand__sym__absdiff__ct__log-sigma-3-0-mm-3D_firstorder_Median,0.12464706658975733
ct__parotid__parotid__sym__absdiff__ct__log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,0.32687313103633775
ct__submand__submand_R__ct__log-sigma-1-0-mm-3D_firstorder_Energy,0.2259046534210805
ct__submand__submand__sym__absdiff__ct__log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.3589183574734708
ct__submand__submand__sym__max__ct__wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.09922930995989951
ct__parotid__parotid__sym__min__ct__wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.011697755716442125
