feature,count,freq
submand__sym__mean__ct__wavelet-HLH_firstorder_TotalEnergy,1,0.2
submand__sym__mean__ct__wavelet-HLH_gldm_DependenceVariance,1,0.2
submand__sym__mean__ct__wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,1,0.2
submand__sym__mean__ct__wavelet-LLH_glcm_SumEntropy,1,0.2
submand__sym__mean__ct__wavelet-LLL_glszm_ZoneEntropy,1,0.2
submand__sym__min__ct__log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,1,0.2
submand__sym__min__ct__log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,1,0.2
submand__sym__min__ct__log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,1,0.2
submand__sym__min__ct__original_glcm_Idn,1,0.2
submand__sym__min__ct__original_glszm_ZoneEntropy,1,0.2
submand__sym__min__ct__wavelet-HHH_firstorder_90Percentile,1,0.2
submand__sym__min__ct__wavelet-HLH_glcm_Imc1,1,0.2
submand__sym__min__ct__wavelet-HLH_gldm_DependenceVariance,1,0.2
submand__sym__min__ct__wavelet-HLH_glrlm_RunEntropy,1,0.2
submand__sym__min__ct__wavelet-HLL_glcm_JointEnergy,1,0.2
submand__sym__min__ct__wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,1,0.2
submand__sym__min__ct__wavelet-LHL_glrlm_RunVariance,1,0.2
submand__sym__min__ct__wavelet-LLH_glcm_DifferenceVariance,1,0.2
submand__sym__min__ct__wavelet-LLH_glcm_Imc2,1,0.2
submand__sym__min__ct__wavelet-LLH_gldm_LowGrayLevelEmphasis,1,0.2
submand__sym__min__ct__wavelet-LLL_firstorder_10Percentile,1,0.2
submand__sym__min__ct__wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,1,0.2
submand__sym__reldiff__ct__original_glcm_ClusterShade,1,0.2
submand__sym__reldiff__ct__original_glszm_GrayLevelVariance,1,0.2
submand__sym__reldiff__ct__original_glszm_SmallAreaHighGrayLevelEmphasis,1,0.2
submand__sym__reldiff__ct__original_glszm_SmallAreaLowGrayLevelEmphasis,1,0.2
submand__sym__reldiff__ct__original_ngtdm_Contrast,1,0.2
