feature,abs_coef
submand_R__ct__wavelet-LHH_glcm_Id,0.05428108115457393
submand_R__ct__log-sigma-3-0-mm-3D_glcm_Imc1,0.15725389414912247
parotid__sym__absdiff__ct__log-sigma-5-0-mm-3D_firstorder_Maximum,0.0905694133178365
submand__sym__absdiff__ct__log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.21606817042900797
submand_R__ct__wavelet-LHH_glcm_Idm,0.08266317670426587
submand_R__ct__wavelet-HLH_firstorder_Skewness,0.2710972165091088
submand_R__ct__wavelet-LHH_glcm_DifferenceAverage,0.07818469695168616
submand_L__ct__wavelet-LLL_gldm_SmallDependenceEmphasis,0.183474729752303
submand__sym__min__ct__wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.0047754055670324105
parotid__sym__absdiff__ct__log-sigma-3-0-mm-3D_firstorder_Median,0.13755451352320533
submand__sym__absdiff__ct__wavelet-HHL_glcm_Idmn,0.07220271951043018
submand__sym__min__ct__original_glszm_ZoneEntropy,0.09275153269420261
submand_L__ct__wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.13980183681267977
parotid__sym__absdiff__ct__wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.0868857983528719
submand_R__ct__original_ngtdm_Busyness,0.23459332581291026
submand_R__ct__wavelet-LHH_glcm_Contrast,0.0741113017529578
parotid__sym__absdiff__ct__log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.19831019341244374
submand_R__ct__wavelet-LLL_ngtdm_Contrast,0.1754408199207553
parotid__sym__min__ct__wavelet-LHL_glcm_Correlation,0.1465349190688661
submand__sym__max__ct__original_glrlm_GrayLevelNonUniformity,0.052862933425739056
submand__sym__absdiff__ct__original_firstorder_InterquartileRange,0.3307090946738508
submand_L__ct__wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.004954694518656085
submand__sym__max__ct__original_shape_Sphericity,0.12069420254377783
parotid_L__ct__wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.1385584125083718
submand__sym__absdiff__ct__wavelet-LLH_glszm_GrayLevelNonUniformity,0.17685295531949782
submand_L__ct__wavelet-HHH_glcm_JointEnergy,0.05089306449112374
submand_L__ct__wavelet-LHH_firstorder_Maximum,0.18803843604649323
submand__sym__absdiff__ct__wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,0.2354723910819676
submand_R__ct__log-sigma-5-0-mm-3D_glcm_InverseVariance,0.07840990517379473
submand_L__ct__log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.2615942140404417
submand__sym__absratio__ct__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.009621403827531374
submand__sym__reldiff__ct__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.06379749994262468
