penalty,l1_ratio,C,mean_auc,std_auc,se_auc
l1,1.0,0.01,0.5,0.0,0.0
l1,1.0,0.03,0.5,0.0,0.0
l1,1.0,0.1,0.5377088860959829,0.05447832746507166,0.024363448702478807
l1,1.0,0.3,0.6894423497649305,0.05902826610744413,0.026398243122038395
l1,1.0,1.0,0.6828971745100778,0.05946293881435929,0.02659263466616362
l1,1.0,3.0,0.6813582832937671,0.0629796702888099,0.028165364793260546
l1,1.0,10.0,0.6902932551319647,0.0588855242113022,0.02633440700543628
