feature,abs_coef
submand__sym__mean__ct__wavelet-LLL_firstorder_Maximum,0.01724676640172583
parotid__sym__absdiff__ct__wavelet-HLH_glszm_SizeZoneNonUniformity,0.004854754526213668
submand__sym__absdiff__ct__wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.1773770242004083
submand__sym__min__ct__wavelet-HHH_firstorder_90Percentile,0.2623998663701286
parotid__sym__min__ct__wavelet-LHL_glcm_Correlation,0.057955820724525174
parotid__sym__absdiff__ct__log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.1920971477463541
submand__sym__absdiff__ct__log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.006840728725501672
submand__sym__absdiff__ct__wavelet-HLL_glrlm_RunEntropy,0.024336982034906095
submand_R__ct__wavelet-HLH_firstorder_Skewness,0.19241084246022086
parotid__sym__absdiff__ct__log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.1327808715040318
submand__sym__absdiff__ct__wavelet-LLH_glrlm_RunLengthNonUniformity,0.11244433087147186
submand__sym__mean__ct__wavelet-HLH_firstorder_Energy,0.005971080326504997
submand__sym__mean__ct__wavelet-HLH_firstorder_TotalEnergy,0.017998968251289008
submand__sym__absdiff__ct__original_shape_Maximum2DDiameterSlice,0.08178326026066968
parotid__sym__absdiff__ct__wavelet-HHL_glcm_ClusterShade,0.3323614066574955
submand__sym__mean__ct__wavelet-HHL_firstorder_RootMeanSquared,0.19700766766988412
parotid__sym__mean__ct__wavelet-HHH_gldm_SmallDependenceEmphasis,0.05756599653064857
submand__sym__mean__ct__wavelet-LLL_glszm_ZoneEntropy,0.02731681524988448
submand__sym__reldiff__ct__original_glszm_SmallAreaLowGrayLevelEmphasis,0.2820230242470934
submand__sym__max__ct__original_firstorder_Skewness,0.09168582489176112
parotid_L__ct__original_gldm_DependenceVariance,0.3950434443827857
parotid__sym__absdiff__ct__wavelet-LLH_glcm_MaximumProbability,0.026069949757323234
parotid__sym__absdiff__ct__wavelet-LLH_glrlm_RunPercentage,0.04257636609057458
parotid__sym__max__ct__log-sigma-3-0-mm-3D_firstorder_Maximum,0.08991229540873992
submand__sym__min__ct__wavelet-LLH_glcm_DifferenceVariance,0.014308596886665793
parotid__sym__absdiff__ct__wavelet-LLL_firstorder_90Percentile,0.05478529093524075
parotid__sym__absdiff__ct__log-sigma-5-0-mm-3D_firstorder_Range,0.3099105961899243
submand__sym__absdiff__ct__log-sigma-1-0-mm-3D_glcm_Id,0.14505976869530837
submand__sym__min__ct__wavelet-HLL_glcm_JointEnergy,0.226790836963458
parotid__sym__max__ct__log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.16841526594877906
parotid__sym__absdiff__ct__wavelet-LLH_gldm_LargeDependenceEmphasis,0.02371676535807677
submand__sym__absdiff__ct__wavelet-HLH_glszm_SizeZoneNonUniformity,0.025910906574241707
parotid_L__ct__wavelet-HHH_firstorder_Maximum,0.19328059857075897
submand__sym__absratio__ct__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.16093231662909097
submand__sym__reldiff__ct__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.04404418190465996
parotid__sym__mean__ct__wavelet-LLH_glszm_SmallAreaEmphasis,0.19430214681758112
parotid_L__ct__wavelet-HLL_glszm_ZoneEntropy,0.21387137703059061
submand__sym__absdiff__ct__original_shape_MajorAxisLength,0.6317353364486198
submand__sym__max__ct__wavelet-LLH_glszm_SizeZoneNonUniformity,0.12113133767253549
parotid__sym__max__ct__log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.02744266379643819
parotid__sym__max__ct__wavelet-HHL_firstorder_Skewness,0.09937443794979427
submand_L__ct__wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.13059731593385945
submand__sym__max__ct__wavelet-HLL_firstorder_Mean,0.03498368986834689
parotid_L__ct__log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.14833439195523196
parotid__sym__max__ct__wavelet-LHH_glcm_JointEnergy,0.03702716231294753
submand__sym__absdiff__ct__wavelet-HLH_gldm_DependenceNonUniformityNormalized,0.052164450374268194
submand__sym__absdiff__ct__wavelet-LLL_glcm_InverseVariance,0.23713089080532407
parotid__sym__diff__ct__original_ngtdm_Busyness,0.25321284882964346
parotid__sym__max__ct__wavelet-HLH_glcm_MCC,0.08868861482157699
submand__sym__min__ct__wavelet-LLL_firstorder_10Percentile,0.03596748607262692
submand_R__ct__wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.16700220766440635
submand__sym__absdiff__ct__wavelet-HLL_gldm_LargeDependenceEmphasis,0.36437894005560484
parotid_R__ct__wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.37045202343524875
parotid_L__ct__wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.3668117151643194
submand_R__ct__wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.045087667611951404
parotid__sym__mean__ct__wavelet-HLH_gldm_GrayLevelVariance,0.017505983232241857
