feature,abs_coef
submand__sym__mean__dose__wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.0033094018951693566
submand_L__dose__wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.30289729340727917
submand_L__dose__wavelet-HHH_glszm_GrayLevelVariance,0.11276314457678185
submand__sym__max__dose__wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.21202363243956635
submand_R__dose__wavelet-LHL_firstorder_Skewness,0.24086380893166967
parotid__sym__absdiff__dose__log-sigma-2-0-mm-3D_glcm_MCC,0.24751608923771118
submand__sym__absdiff__dose__original_glszm_ZonePercentage,0.04743077621735079
submand__sym__reldiff__dose__original_glszm_LargeAreaHighGrayLevelEmphasis,0.04770038826285345
parotid__sym__absdiff__dose__log-sigma-3-0-mm-3D_glcm_MCC,0.2175992432676895
parotid__sym__absdiff__dose__wavelet-LHH_glszm_LargeAreaEmphasis,0.016596557549392488
parotid__sym__mean__dose__original_glszm_LargeAreaHighGrayLevelEmphasis,0.05406759165477442
parotid__sym__absdiff__dose__log-sigma-3-0-mm-3D_glcm_Idn,0.027916593023494588
submand_L__dose__log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.2009317951660194
submand_L__dose__wavelet-HHL_glszm_SmallAreaEmphasis,0.30156730531746456
submand_L__dose__wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.0022019082168310347
parotid_L__dose__wavelet-LLL_firstorder_Kurtosis,0.20942687334641646
parotid__sym__min__dose__original_firstorder_Range,0.41884456700679956
submand__sym__max__dose__wavelet-LHH_glszm_ZoneVariance,0.25597970338080145
submand__sym__mean__dose__wavelet-HHH_glszm_ZoneVariance,0.0807163494849992
submand__sym__min__dose__wavelet-LHL_firstorder_Skewness,0.13500709792676224
submand_R__dose__log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.04516319207622772
parotid__sym__absdiff__dose__log-sigma-3-0-mm-3D_glcm_Idmn,0.10273225815519152
parotid__sym__absdiff__dose__log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.13892409426706712
submand__sym__max__dose__log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.09561524263107639
parotid__sym__reldiff__dose__original_glcm_DifferenceAverage,0.05256435146710646
parotid__sym__reldiff__dose__original_glcm_Contrast,0.02604744760547962
submand__sym__absdiff__dose__wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.014367768817342624
submand__sym__absdiff__dose__wavelet-HHL_firstorder_Median,0.44311337345927876
submand__sym__absdiff__dose__wavelet-HHH_glcm_Imc2,0.4795295223172778
parotid__sym__max__dose__original_glcm_ClusterShade,0.00492963325498227
parotid__sym__max__dose__wavelet-LLL_glcm_ClusterShade,0.08240678783817407
parotid__sym__min__dose__wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.13089830368765135
parotid_L__dose__wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.018573571578607017
parotid__sym__absratio__dose__original_glcm_JointEntropy,0.07060117339622196
parotid__sym__reldiff__dose__original_glcm_JointEntropy,0.1331087200762253
submand__sym__min__dose__wavelet-LHL_ngtdm_Coarseness,0.08139088553559645
submand__sym__absdiff__dose__wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.06535322853279905
parotid__sym__mean__dose__original_glszm_SizeZoneNonUniformity,0.08407184813683048
submand__sym__max__dose__wavelet-HLH_glszm_ZoneVariance,0.09617479465523075
submand_L__dose__wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.038994828493315634
