feature,abs_coef
submand__sym__absdiff__dose__log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.10730200320906993
parotid_L__dose__wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.1611942448342352
submand__sym__absdiff__dose__original_gldm_DependenceNonUniformityNormalized,0.024589300718740204
submand__sym__min__dose__log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.01487641196110153
submand__sym__absdiff__dose__wavelet-LHH_gldm_SmallDependenceEmphasis,0.14069829213618346
parotid__sym__min__dose__wavelet-HHL_glcm_SumSquares,0.01555722763436007
submand__sym__absdiff__dose__wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.03628713669972379
parotid__sym__min__dose__original_shape_Maximum2DDiameterRow,0.10647186829066183
submand__sym__absdiff__dose__log-sigma-1-0-mm-3D_ngtdm_Coarseness,0.25385673582267165
parotid_R__dose__wavelet-HLH_firstorder_Median,0.09917742859335776
parotid__sym__diff__dose__original_shape_LeastAxisLength,0.12663928395133442
submand_L__dose__wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,0.0005201971316484387
submand_L__dose__wavelet-LHH_glrlm_GrayLevelVariance,7.237877818221762e-05
submand__sym__min__dose__wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.05724023518586463
parotid_L__dose__wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.39117615165056147
parotid__sym__max__dose__wavelet-HHL_firstorder_Mean,0.006092069705530371
submand__sym__mean__dose__wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.005044193729958931
submand_R__dose__original_firstorder_90Percentile,0.12023931475153726
submand_R__dose__wavelet-LLL_firstorder_90Percentile,0.1313345851279187
submand_R__dose__original_glszm_HighGrayLevelZoneEmphasis,0.21907501045505903
parotid__sym__min__dose__original_glszm_GrayLevelNonUniformityNormalized,0.22383349250924048
parotid_L__dose__wavelet-HHL_firstorder_Kurtosis,0.4790244303548372
submand__sym__absratio__dose__original_firstorder_Kurtosis,0.13048347011828829
submand_R__dose__wavelet-HHH_glszm_ZonePercentage,0.3895103423836445
submand__sym__min__dose__wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.1759808994743767
submand__sym__absdiff__dose__wavelet-HLH_firstorder_10Percentile,0.19537389622089554
submand__sym__absratio__dose__original_glcm_Idn,0.09633738928447144
parotid__sym__min__dose__original_glszm_SizeZoneNonUniformity,0.04604067332917783
parotid__sym__reldiff__dose__original_gldm_LowGrayLevelEmphasis,0.09920252371379992
parotid__sym__mean__dose__original_firstorder_RobustMeanAbsoluteDeviation,0.06575976443465723
parotid__sym__mean__dose__wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,0.05252563135456497
submand_R__dose__wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.27250821472415193
submand_L__dose__wavelet-LHL_ngtdm_Coarseness,0.0860210860336315
submand__sym__max__dose__wavelet-LLH_ngtdm_Contrast,0.06275295307056294
submand__sym__min__dose__wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.4253079241703038
submand__sym__min__dose__wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.46745586743830575
parotid__sym__absdiff__dose__wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,0.22300758337907392
submand_L__dose__wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.1584999868517362
parotid_L__dose__wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.10717086056363714
submand__sym__absdiff__dose__wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.5002910225068038
submand__sym__min__dose__wavelet-LLH_ngtdm_Strength,0.12536470062774627
submand__sym__max__dose__original_shape_Sphericity,0.2663877527077896
parotid__sym__max__dose__wavelet-LLH_gldm_DependenceEntropy,0.001414738122604272
parotid__sym__absdiff__dose__wavelet-HHL_firstorder_Mean,0.29709365123035714
submand__sym__min__dose__log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,0.10547639206028898
parotid__sym__min__dose__log-sigma-3-0-mm-3D_firstorder_Mean,0.003345097629162455
submand__sym__absdiff__dose__log-sigma-3-0-mm-3D_firstorder_Minimum,0.3231189499139
