feature,abs_coef
parotid__sym__diff__ct__original_glrlm_GrayLevelNonUniformityNormalized,0.16732353088514984
submand_L__ct__wavelet-LHH_firstorder_Maximum,0.1606773836202155
submand__sym__mean__ct__log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.017638809497422945
parotid_R__ct__wavelet-HHH_gldm_DependenceNonUniformity,0.016304267298342875
parotid__sym__absdiff__ct__log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.09152058927390136
submand__sym__mean__ct__wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.036714681234676576
parotid_R__ct__wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.044410374214445714
submand__sym__absdiff__ct__wavelet-LLL_glcm_Contrast,0.13772141184095707
parotid_L__ct__wavelet-HLH_glrlm_ShortRunEmphasis,0.04629927421331846
submand_R__ct__wavelet-LHH_glcm_Contrast,0.023777294548140853
submand_L__ct__wavelet-HHL_glcm_InverseVariance,0.21530196387528897
submand__sym__min__ct__original_glszm_SmallAreaEmphasis,0.03841137512034248
parotid__sym__mean__ct__wavelet-LHL_glszm_ZoneEntropy,0.21205042616247932
parotid_R__ct__wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.04962839762327874
submand_R__ct__wavelet-LLL_firstorder_InterquartileRange,0.05590316474067408
submand__sym__absdiff__ct__wavelet-LLL_glcm_DifferenceVariance,0.07114906988893788
parotid__sym__min__ct__wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.09452944285102356
submand__sym__max__ct__log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.40931417951122134
submand__sym__max__ct__wavelet-LHH_glszm_ZoneVariance,0.024000912011163906
submand__sym__min__ct__wavelet-HLH_glrlm_RunEntropy,0.06799014990678709
parotid_R__ct__log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.08623954725859932
parotid__sym__mean__ct__wavelet-HHH_glszm_SmallAreaEmphasis,0.022068016047841414
submand_R__ct__wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.03916973888308674
parotid__sym__absdiff__ct__log-sigma-3-0-mm-3D_firstorder_Maximum,0.1554755129837173
submand_R__ct__wavelet-HHH_firstorder_MeanAbsoluteDeviation,0.37212061166158933
submand_L__ct__original_glszm_SizeZoneNonUniformity,0.023833225064270228
submand_R__ct__wavelet-HLH_firstorder_Skewness,0.14081396993103312
submand__sym__absdiff__ct__wavelet-HHL_firstorder_Range,0.32462722507323866
parotid__sym__max__ct__wavelet-HHH_firstorder_Variance,0.04880006079180266
parotid__sym__absratio__ct__original_shape_MinorAxisLength,0.16641419595412546
submand__sym__absdiff__ct__wavelet-HLH_glcm_Imc1,0.2159891568605161
submand__sym__max__ct__original_glszm_ZonePercentage,0.10103001193074132
