penalty,l1_ratio,C,mean_auc,std_auc,se_auc
l1,1.0,0.01,0.5,0.0,0.0
l1,1.0,0.03,0.5,0.0,0.0
l1,1.0,0.1,0.6237392356747196,0.07820798934967889,0.03497567611389231
l1,1.0,0.3,0.6997812223618676,0.09185337798875479,0.04107807942916772
l1,1.0,1.0,0.7204785178978728,0.12006804115667886,0.053696060390315284
l1,1.0,3.0,0.7243755527626495,0.12652314768046588,0.056582871788153306
l1,1.0,10.0,0.7154848019364148,0.13537241936871328,0.060540386397410405
