AUC,AP,LogLoss,ECE,Brier,ACC,Precision,Recall,F1,Specificity,TN,FP,FN,TP,Threshold,Spec_at_Recall95,FPR_at_Recall95,Thr_at_Recall95,Fold,BestThr_ACC,BestThr_Precision,BestThr_Recall,BestThr_F1,BestThr_Specificity,BestThr_TN,BestThr_FP,BestThr_FN,BestThr_TP,BestThr_Threshold
0.8139204545454546,0.7311222345911564,0.5479751828734,0.10709429655243015,0.18409043517897972,0.7407407407407407,0.7857142857142857,0.5,0.6111111111111112,0.90625,29,3,11,11,0.5,0.53125,0.46875,0.3326475557867183,1,0.7037037037037037,0.6071428571428571,0.7727272727272727,0.68,0.65625,21,11,5,17,0.4
0.8504398826979472,0.827826663235919,0.5172372019874545,0.09983247326618953,0.16920303273416243,0.7547169811320755,0.8,0.5454545454545454,0.6486486486486487,0.9032258064516129,28,3,10,12,0.5,0.5161290322580645,0.4838709677419355,0.27673864241729845,2,0.7735849056603774,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8064516129032258,25,6,6,16,0.4
0.6788856304985337,0.6980949625463795,0.6339655046850065,0.12410978330388887,0.21535909929927774,0.7169811320754716,0.7058823529411765,0.5454545454545454,0.6153846153846154,0.8387096774193549,26,5,10,12,0.5,0.0,1.0,0.09543821748827563,3,0.6415094339622641,0.5555555555555556,0.6818181818181818,0.6122448979591837,0.6129032258064516,19,12,7,15,0.4
0.7712609970674487,0.7056607117152853,0.5695023328246818,0.13047707867834318,0.19804043262794296,0.6792452830188679,0.6923076923076923,0.4090909090909091,0.5142857142857142,0.8709677419354839,27,4,13,9,0.5,0.4193548387096774,0.5806451612903226,0.2150748658282029,4,0.6792452830188679,0.631578947368421,0.5454545454545454,0.5853658536585366,0.7741935483870968,24,7,10,12,0.4
0.8665689149560117,0.8119867087302328,0.5034032604639348,0.11857392100104673,0.16361289483172026,0.7924528301886793,0.7619047619047619,0.7272727272727273,0.7441860465116279,0.8387096774193549,26,5,6,16,0.5,0.6129032258064516,0.3870967741935484,0.3256847824571623,5,0.7547169811320755,0.6666666666666666,0.8181818181818182,0.7346938775510204,0.7096774193548387,22,9,4,18,0.4
