penalty,l1_ratio,C,mean_auc,std_auc,se_auc
l1,1.0,0.01,0.5,0.0,0.0
l1,1.0,0.03,0.5,0.0,0.0
l1,1.0,0.1,0.6476842154261508,0.06092957279777177,0.027248533323167942
l1,1.0,0.3,0.7289964157706093,0.02280466635552879,0.010198556835032952
l1,1.0,1.0,0.7420490620490621,0.033787791405845514,0.015110359678610751
l1,1.0,3.0,0.7357235954010146,0.04483172573529112,0.020049357258547538
l1,1.0,10.0,0.7314481217707025,0.04777059293277077,0.021363658624629297
